method,step,sumA,maxAbsCoef
Random Poisson (λ=1) (sample 3),1,6,1.0
Random Poisson (λ=1) (sample 3),2,18,1.0
Random Poisson (λ=1) (sample 3),3,36,1.0
Random Poisson (λ=1) (sample 3),4,58,1.0
Random Poisson (λ=1) (sample 3),5,86,2.0
Random Poisson (λ=1) (sample 3),6,116,2.0
Random Poisson (λ=1) (sample 3),7,148,2.0
Random Poisson (λ=1) (sample 3),8,184,4.0
Random Poisson (λ=1) (sample 3),9,226,4.0
Random Poisson (λ=1) (sample 3),10,270,4.0
Random Poisson (λ=1) (sample 3),11,316,6.0
Random Poisson (λ=1) (sample 3),12,364,8.0
Random Poisson (λ=1) (sample 3),13,416,9.0
Random Poisson (λ=1) (sample 3),14,474,10.0
Random Poisson (λ=1) (sample 3),15,536,13.0
Random Poisson (λ=1) (sample 3),16,600,17.0
Random Poisson (λ=1) (sample 3),17,668,20.0
Random Poisson (λ=1) (sample 3),18,742,24.0
Random Poisson (λ=1) (sample 3),19,818,26.0
Random Poisson (λ=1) (sample 3),20,896,34.0
Random Poisson (λ=1) (sample 3),21,980,46.0
Random Poisson (λ=1) (sample 3),22,1068,60.0
Random Poisson (λ=1) (sample 3),23,1160,84.0
Random Poisson (λ=1) (sample 3),24,1254,114.0
Random Poisson (λ=1) (sample 3),25,1350,119.0
Random Poisson (λ=1) (sample 3),26,1448,174.0
Random Poisson (λ=1) (sample 3),27,1548,229.0
Random Poisson (λ=1) (sample 3),28,1650,309.0
Random Poisson (λ=1) (sample 3),29,1756,416.0
Random Poisson (λ=1) (sample 3),30,1868,556.0
