method,step,sumA,maxAbsCoef
Random Poisson (λ=1) (sample 19),18,818,25.0
Random Poisson (λ=1) (sample 19),19,902,32.0
Random Poisson (λ=1) (sample 19),20,990,55.0
Random Poisson (λ=1) (sample 19),21,1082,92.0
Random Poisson (λ=1) (sample 19),22,1178,128.0
Random Poisson (λ=1) (sample 19),23,1278,108.0
Random Poisson (λ=1) (sample 19),24,1382,54.0
Random Poisson (λ=1) (sample 19),25,1490,62.0
Random Poisson (λ=1) (sample 19),26,1604,62.0
Random Poisson (λ=1) (sample 19),27,1722,71.0
Random Poisson (λ=1) (sample 19),28,1846,88.0
Random Poisson (λ=1) (sample 19),29,1974,108.0
Random Poisson (λ=1) (sample 19),30,2108,118.0
Random Poisson (λ=1) (sample 19),31,2246,158.0
Random Poisson (λ=1) (sample 19),32,2386,163.0
Random Poisson (λ=1) (sample 19),33,2528,233.0
Random Poisson (λ=1) (sample 19),34,2672,358.0
Random Poisson (λ=1) (sample 19),35,2820,447.0
Random Poisson (λ=1) (sample 19),36,2970,558.0
Random Poisson (λ=1) (sample 19),37,3122,804.0
Random Poisson (λ=1) (sample 19),38,3276,1182.0
Random Poisson (λ=1) (sample 19),39,3436,1511.0
Random Poisson (λ=1) (sample 19),40,3602,1473.0
Random Poisson (λ=1) (sample 19),41,3770,2040.0
Random Poisson (λ=1) (sample 19),42,3940,2801.0
Random Poisson (λ=1) (sample 19),43,4114,3795.0
Random Poisson (λ=1) (sample 19),44,4290,4827.0
Random Poisson (λ=1) (sample 19),45,4468,6762.0
Random Poisson (λ=1) (sample 19),46,4648,9951.0
Random Poisson (λ=1) (sample 19),47,4830,13626.0
Random Poisson (λ=1) (sample 19),48,5014,19295.0
Random Poisson (λ=1) (sample 19),49,5202,27523.0
Random Poisson (λ=1) (sample 19),50,5398,35675.0
Random Poisson (λ=1) (sample 19),51,5598,46782.0
Random Poisson (λ=1) (sample 19),52,5802,62542.0
Random Poisson (λ=1) (sample 19),53,6010,81821.0
Random Poisson (λ=1) (sample 19),54,6220,110872.0
Random Poisson (λ=1) (sample 19),55,6434,152630.0
Random Poisson (λ=1) (sample 19),56,6650,197527.0
Random Poisson (λ=1) (sample 19),57,6872,238514.0
Random Poisson (λ=1) (sample 19),58,7098,304013.0
Random Poisson (λ=1) (sample 19),59,7328,392242.0
Random Poisson (λ=1) (sample 19),60,7562,498687.0
Random Poisson (λ=1) (sample 19),61,7800,645849.0
Random Poisson (λ=1) (sample 19),62,8042,805524.0
Random Poisson (λ=1) (sample 19),63,8288,1026918.0
Random Poisson (λ=1) (sample 19),64,8538,1273661.0
Random Poisson (λ=1) (sample 19),65,8792,1604233.0
Random Poisson (λ=1) (sample 19),66,9050,1998493.0
Random Poisson (λ=1) (sample 19),67,9312,2473065.0
Random Poisson (λ=1) (sample 19),68,9576,3167072.0
Random Poisson (λ=1) (sample 19),69,9848,3808726.0
Random Poisson (λ=1) (sample 19),70,10126,4527715.0
Random Poisson (λ=1) (sample 19),71,10410,5216685.0
Random Poisson (λ=1) (sample 19),72,10698,6096964.0
Random Poisson (λ=1) (sample 19),73,10990,7093383.0
Random Poisson (λ=1) (sample 19),74,11286,8357129.0
Random Poisson (λ=1) (sample 19),75,11584,9998139.0
Random Poisson (λ=1) (sample 19),76,11884,12351590.0
Random Poisson (λ=1) (sample 19),77,12186,15395815.0
Random Poisson (λ=1) (sample 19),78,12494,18904960.0
Random Poisson (λ=1) (sample 19),79,12810,22068949.0
Random Poisson (λ=1) (sample 19),80,13128,26597633.0
Random Poisson (λ=1) (sample 19),81,13448,32380322.0
Random Poisson (λ=1) (sample 19),82,13770,40542351.0
Random Poisson (λ=1) (sample 19),83,14094,51185108.0
Random Poisson (λ=1) (sample 19),84,14422,64824263.0
Random Poisson (λ=1) (sample 19),85,14756,79724718.0
Random Poisson (λ=1) (sample 19),86,15092,100591487.0
Random Poisson (λ=1) (sample 19),87,15432,125318497.0
Random Poisson (λ=1) (sample 19),88,15778,154234492.0
Random Poisson (λ=1) (sample 19),89,16130,184921221.0
Random Poisson (λ=1) (sample 19),90,16488,219034001.0
Random Poisson (λ=1) (sample 19),91,16854,248426760.0
Random Poisson (λ=1) (sample 19),92,17226,279925325.0
Random Poisson (λ=1) (sample 19),93,17600,321082359.0
Random Poisson (λ=1) (sample 19),94,17980,365691832.0
Random Poisson (λ=1) (sample 19),95,18364,415176532.0
Random Poisson (λ=1) (sample 19),96,18752,477268546.0
Random Poisson (λ=1) (sample 19),97,19144,546560926.0
Random Poisson (λ=1) (sample 19),98,19540,632958594.0
Random Poisson (λ=1) (sample 19),99,19938,742434511.0
Random Poisson (λ=1) (sample 20),1,2,1.0
Random Poisson (λ=1) (sample 20),2,10,1.0
Random Poisson (λ=1) (sample 20),3,22,1.0
Random Poisson (λ=1) (sample 20),4,36,1.0
Random Poisson (λ=1) (sample 20),5,54,2.0
Random Poisson (λ=1) (sample 20),6,74,2.0
Random Poisson (λ=1) (sample 20),7,98,3.0
Random Poisson (λ=1) (sample 20),8,126,4.0
Random Poisson (λ=1) (sample 20),9,158,3.0
Random Poisson (λ=1) (sample 20),10,194,3.0
Random Poisson (λ=1) (sample 20),11,236,5.0
Random Poisson (λ=1) (sample 20),12,284,6.0
Random Poisson (λ=1) (sample 20),13,336,8.0
Random Poisson (λ=1) (sample 20),14,394,13.0
Random Poisson (λ=1) (sample 20),15,454,8.0
Random Poisson (λ=1) (sample 20),16,516,12.0
Random Poisson (λ=1) (sample 20),17,582,13.0
Random Poisson (λ=1) (sample 20),18,652,20.0
Random Poisson (λ=1) (sample 20),19,728,22.0
Random Poisson (λ=1) (sample 20),20,810,40.0
Random Poisson (λ=1) (sample 20),21,894,31.0
Random Poisson (λ=1) (sample 20),22,982,44.0
Random Poisson (λ=1) (sample 20),23,1072,40.0
Random Poisson (λ=1) (sample 20),24,1168,53.0
Random Poisson (λ=1) (sample 20),25,1270,46.0
Random Poisson (λ=1) (sample 20),26,1376,70.0
Random Poisson (λ=1) (sample 20),27,1484,56.0
Random Poisson (λ=1) (sample 20),28,1594,58.0
Random Poisson (λ=1) (sample 20),29,1706,88.0
Random Poisson (λ=1) (sample 20),30,1820,100.0
Random Poisson (λ=1) (sample 20),31,1936,104.0
Random Poisson (λ=1) (sample 20),32,2058,159.0
Random Poisson (λ=1) (sample 20),33,2186,117.0
Random Poisson (λ=1) (sample 20),34,2318,102.0
Random Poisson (λ=1) (sample 20),35,2454,99.0
Random Poisson (λ=1) (sample 20),36,2594,158.0
Random Poisson (λ=1) (sample 20),37,2738,131.0
Random Poisson (λ=1) (sample 20),38,2884,213.0
Random Poisson (λ=1) (sample 20),39,3036,368.0
Random Poisson (λ=1) (sample 20),40,3196,303.0
Random Poisson (λ=1) (sample 20),41,3360,454.0
Random Poisson (λ=1) (sample 20),42,3530,794.0
Random Poisson (λ=1) (sample 20),43,3702,599.0
Random Poisson (λ=1) (sample 20),44,3882,1045.0
Random Poisson (λ=1) (sample 20),45,4066,1343.0
Random Poisson (λ=1) (sample 20),46,4256,2537.0
Random Poisson (λ=1) (sample 20),47,4450,4062.0
Random Poisson (λ=1) (sample 20),48,4648,3346.0
Random Poisson (λ=1) (sample 20),49,4850,1355.0
Random Poisson (λ=1) (sample 20),50,5058,1590.0
Random Poisson (λ=1) (sample 20),51,5270,1375.0
Random Poisson (λ=1) (sample 20),52,5488,1183.0
Random Poisson (λ=1) (sample 20),53,5712,2086.0
Random Poisson (λ=1) (sample 20),54,5940,2495.0
Random Poisson (λ=1) (sample 20),55,6170,2204.0
Random Poisson (λ=1) (sample 20),56,6402,2492.0
Random Poisson (λ=1) (sample 20),57,6638,3694.0
Random Poisson (λ=1) (sample 20),58,6878,4224.0
Random Poisson (λ=1) (sample 20),59,7124,5816.0
Random Poisson (λ=1) (sample 20),60,7378,10566.0
Random Poisson (λ=1) (sample 20),61,7640,17381.0
Random Poisson (λ=1) (sample 20),62,7904,16701.0
Random Poisson (λ=1) (sample 20),63,8176,26802.0
Random Poisson (λ=1) (sample 20),64,8450,22315.0
Random Poisson (λ=1) (sample 20),65,8728,18110.0
Random Poisson (λ=1) (sample 20),66,9008,29884.0
Random Poisson (λ=1) (sample 20),67,9290,19758.0
Random Poisson (λ=1) (sample 20),68,9576,13001.0
Random Poisson (λ=1) (sample 20),69,9866,12168.0
Random Poisson (λ=1) (sample 20),70,10164,17213.0
Random Poisson (λ=1) (sample 20),71,10470,25652.0
Random Poisson (λ=1) (sample 20),72,10780,38595.0
Random Poisson (λ=1) (sample 20),73,11094,53901.0
Random Poisson (λ=1) (sample 20),74,11414,94443.0
Random Poisson (λ=1) (sample 20),75,11736,101489.0
Random Poisson (λ=1) (sample 20),76,12064,176701.0
Random Poisson (λ=1) (sample 20),77,12398,245336.0
Random Poisson (λ=1) (sample 20),78,12736,264584.0
Random Poisson (λ=1) (sample 20),79,13078,363218.0
Random Poisson (λ=1) (sample 20),80,13426,259724.0
Random Poisson (λ=1) (sample 20),81,13778,380086.0
Random Poisson (λ=1) (sample 20),82,14134,392044.0
Random Poisson (λ=1) (sample 20),83,14500,614778.0
Random Poisson (λ=1) (sample 20),84,14870,442100.0
Random Poisson (λ=1) (sample 20),85,15242,531413.0
Random Poisson (λ=1) (sample 20),86,15618,777605.0
Random Poisson (λ=1) (sample 20),87,15998,808532.0
Random Poisson (λ=1) (sample 20),88,16380,1400652.0
Random Poisson (λ=1) (sample 20),89,16768,1288776.0
Random Poisson (λ=1) (sample 20),90,17158,2512821.0
Random Poisson (λ=1) (sample 20),91,17550,2782285.0
Random Poisson (λ=1) (sample 20),92,17944,1782605.0
Random Poisson (λ=1) (sample 20),93,18340,1204901.0
Random Poisson (λ=1) (sample 20),94,18742,1097277.0
Random Poisson (λ=1) (sample 20),95,19146,648676.0
Random Poisson (λ=1) (sample 20),96,19554,909641.0
Random Poisson (λ=1) (sample 20),97,19964,654056.0
Random Poisson (λ=1) (sample 21),1,4,1.0
Random Poisson (λ=1) (sample 21),2,10,1.0
Random Poisson (λ=1) (sample 21),3,20,1.0
Random Poisson (λ=1) (sample 21),4,32,2.0
Random Poisson (λ=1) (sample 21),5,46,2.0
Random Poisson (λ=1) (sample 21),6,64,2.0
Random Poisson (λ=1) (sample 21),7,86,2.0
Random Poisson (λ=1) (sample 21),8,112,2.0
Random Poisson (λ=1) (sample 21),9,142,2.0
Random Poisson (λ=1) (sample 21),10,174,2.0
Random Poisson (λ=1) (sample 21),11,218,2.0
Random Poisson (λ=1) (sample 21),12,264,4.0
Random Poisson (λ=1) (sample 21),13,320,5.0
Random Poisson (λ=1) (sample 21),14,380,7.0
Random Poisson (λ=1) (sample 21),15,446,7.0
Random Poisson (λ=1) (sample 21),16,516,7.0
Random Poisson (λ=1) (sample 21),17,588,9.0
Random Poisson (λ=1) (sample 21),18,666,10.0
Random Poisson (λ=1) (sample 21),19,746,19.0
Random Poisson (λ=1) (sample 21),20,830,18.0
Random Poisson (λ=1) (sample 21),21,918,17.0
Random Poisson (λ=1) (sample 21),22,1010,24.0
Random Poisson (λ=1) (sample 21),23,1104,35.0
Random Poisson (λ=1) (sample 21),24,1204,54.0
Random Poisson (λ=1) (sample 21),25,1308,65.0
Random Poisson (λ=1) (sample 21),26,1416,73.0
Random Poisson (λ=1) (sample 21),27,1526,75.0
Random Poisson (λ=1) (sample 21),28,1640,66.0
Random Poisson (λ=1) (sample 21),29,1756,35.0
Random Poisson (λ=1) (sample 21),30,1878,34.0
Random Poisson (λ=1) (sample 21),31,2004,46.0
Random Poisson (λ=1) (sample 21),32,2134,54.0
Random Poisson (λ=1) (sample 21),33,2266,69.0
Random Poisson (λ=1) (sample 21),34,2400,66.0
Random Poisson (λ=1) (sample 21),35,2536,66.0
Random Poisson (λ=1) (sample 21),36,2678,120.0
Random Poisson (λ=1) (sample 21),37,2824,128.0
Random Poisson (λ=1) (sample 21),38,2972,164.0
Random Poisson (λ=1) (sample 21),39,3128,239.0
Random Poisson (λ=1) (sample 21),40,3286,208.0
Random Poisson (λ=1) (sample 21),41,3446,292.0
Random Poisson (λ=1) (sample 21),42,3610,312.0
Random Poisson (λ=1) (sample 21),43,3778,446.0
Random Poisson (λ=1) (sample 21),44,3948,655.0
Random Poisson (λ=1) (sample 21),45,4122,896.0
Random Poisson (λ=1) (sample 21),46,4300,918.0
Random Poisson (λ=1) (sample 21),47,4484,1615.0
Random Poisson (λ=1) (sample 21),48,4672,2045.0
Random Poisson (λ=1) (sample 21),49,4864,2072.0
Random Poisson (λ=1) (sample 21),50,5058,1581.0
Random Poisson (λ=1) (sample 21),51,5258,1142.0
Random Poisson (λ=1) (sample 21),52,5460,1591.0
Random Poisson (λ=1) (sample 21),53,5664,1522.0
Random Poisson (λ=1) (sample 21),54,5872,1461.0
Random Poisson (λ=1) (sample 21),55,6082,1713.0
Random Poisson (λ=1) (sample 21),56,6294,2663.0
Random Poisson (λ=1) (sample 21),57,6510,4619.0
Random Poisson (λ=1) (sample 21),58,6734,5265.0
Random Poisson (λ=1) (sample 21),59,6964,7123.0
Random Poisson (λ=1) (sample 21),60,7198,4903.0
Random Poisson (λ=1) (sample 21),61,7434,5545.0
Random Poisson (λ=1) (sample 21),62,7674,8328.0
Random Poisson (λ=1) (sample 21),63,7920,12819.0
Random Poisson (λ=1) (sample 21),64,8170,18634.0
Random Poisson (λ=1) (sample 21),65,8426,15488.0
Random Poisson (λ=1) (sample 21),66,8684,20209.0
Random Poisson (λ=1) (sample 21),67,8948,37520.0
Random Poisson (λ=1) (sample 21),68,9216,59236.0
Random Poisson (λ=1) (sample 21),69,9492,19504.0
Random Poisson (λ=1) (sample 21),70,9770,32745.0
Random Poisson (λ=1) (sample 21),71,10052,45648.0
Random Poisson (λ=1) (sample 21),72,10340,81430.0
Random Poisson (λ=1) (sample 21),73,10632,149416.0
Random Poisson (λ=1) (sample 21),74,10926,158428.0
Random Poisson (λ=1) (sample 21),75,11222,211318.0
Random Poisson (λ=1) (sample 21),76,11520,344965.0
Random Poisson (λ=1) (sample 21),77,11820,234691.0
Random Poisson (λ=1) (sample 21),78,12124,112999.0
Random Poisson (λ=1) (sample 21),79,12432,134222.0
Random Poisson (λ=1) (sample 21),80,12746,94392.0
Random Poisson (λ=1) (sample 21),81,13062,132367.0
Random Poisson (λ=1) (sample 21),82,13380,124972.0
Random Poisson (λ=1) (sample 21),83,13702,180852.0
Random Poisson (λ=1) (sample 21),84,14026,183751.0
Random Poisson (λ=1) (sample 21),85,14354,168147.0
Random Poisson (λ=1) (sample 21),86,14688,202959.0
Random Poisson (λ=1) (sample 21),87,15026,252409.0
Random Poisson (λ=1) (sample 21),88,15368,308835.0
Random Poisson (λ=1) (sample 21),89,15716,414397.0
Random Poisson (λ=1) (sample 21),90,16066,496868.0
Random Poisson (λ=1) (sample 21),91,16418,524116.0
Random Poisson (λ=1) (sample 21),92,16772,683121.0
Random Poisson (λ=1) (sample 21),93,17130,878652.0
Random Poisson (λ=1) (sample 21),94,17490,1111986.0
Random Poisson (λ=1) (sample 21),95,17852,1385338.0
Random Poisson (λ=1) (sample 21),96,18220,1733022.0
Random Poisson (λ=1) (sample 21),97,18598,2063484.0
Random Poisson (λ=1) (sample 21),98,18980,2474476.0
Random Poisson (λ=1) (sample 21),99,19366,2991033.0
Random Poisson (λ=1) (sample 21),100,19756,3606359.0
Random Poisson (λ=1) (sample 22),1,2,1.0
Random Poisson (λ=1) (sample 22),2,8,1.0
Random Poisson (λ=1) (sample 22),3,20,1.0
Random Poisson (λ=1) (sample 22),4,34,1.0
Random Poisson (λ=1) (sample 22),5,50,2.0
Random Poisson (λ=1) (sample 22),6,68,2.0
Random Poisson (λ=1) (sample 22),7,88,2.0
Random Poisson (λ=1) (sample 22),8,110,2.0
Random Poisson (λ=1) (sample 22),9,140,2.0
Random Poisson (λ=1) (sample 22),10,178,2.0
Random Poisson (λ=1) (sample 22),11,218,4.0
Random Poisson (λ=1) (sample 22),12,262,4.0
Random Poisson (λ=1) (sample 22),13,310,6.0
Random Poisson (λ=1) (sample 22),14,362,8.0
Random Poisson (λ=1) (sample 22),15,418,14.0
Random Poisson (λ=1) (sample 22),16,478,19.0
Random Poisson (λ=1) (sample 22),17,540,14.0
Random Poisson (λ=1) (sample 22),18,604,21.0
Random Poisson (λ=1) (sample 22),19,672,27.0
Random Poisson (λ=1) (sample 22),20,744,43.0
Random Poisson (λ=1) (sample 22),21,820,58.0
Random Poisson (λ=1) (sample 22),22,900,87.0
Random Poisson (λ=1) (sample 22),23,988,139.0
Random Poisson (λ=1) (sample 22),24,1088,168.0
Random Poisson (λ=1) (sample 22),25,1194,178.0
Random Poisson (λ=1) (sample 22),26,1304,248.0
Random Poisson (λ=1) (sample 22),27,1420,289.0
Random Poisson (λ=1) (sample 22),28,1538,450.0
Random Poisson (λ=1) (sample 22),29,1666,336.0
Random Poisson (λ=1) (sample 22),30,1800,613.0
Random Poisson (λ=1) (sample 22),31,1936,491.0
Random Poisson (λ=1) (sample 22),32,2076,372.0
Random Poisson (λ=1) (sample 22),33,2218,606.0
Random Poisson (λ=1) (sample 22),34,2362,554.0
Random Poisson (λ=1) (sample 22),35,2512,824.0
Random Poisson (λ=1) (sample 22),36,2666,1370.0
Random Poisson (λ=1) (sample 22),37,2826,742.0
Random Poisson (λ=1) (sample 22),38,2990,512.0
Random Poisson (λ=1) (sample 22),39,3156,516.0
Random Poisson (λ=1) (sample 22),40,3326,862.0
Random Poisson (λ=1) (sample 22),41,3500,1574.0
Random Poisson (λ=1) (sample 22),42,3680,515.0
Random Poisson (λ=1) (sample 22),43,3864,484.0
Random Poisson (λ=1) (sample 22),44,4052,667.0
Random Poisson (λ=1) (sample 22),45,4244,963.0
Random Poisson (λ=1) (sample 22),46,4438,927.0
Random Poisson (λ=1) (sample 22),47,4638,1470.0
Random Poisson (λ=1) (sample 22),48,4842,1858.0
Random Poisson (λ=1) (sample 22),49,5048,1624.0
Random Poisson (λ=1) (sample 22),50,5256,2882.0
Random Poisson (λ=1) (sample 22),51,5470,2082.0
Random Poisson (λ=1) (sample 22),52,5688,1677.0
Random Poisson (λ=1) (sample 22),53,5918,2016.0
Random Poisson (λ=1) (sample 22),54,6152,3446.0
Random Poisson (λ=1) (sample 22),55,6390,6277.0
Random Poisson (λ=1) (sample 22),56,6630,3413.0
Random Poisson (λ=1) (sample 22),57,6874,4695.0
Random Poisson (λ=1) (sample 22),58,7124,6243.0
Random Poisson (λ=1) (sample 22),59,7376,5125.0
Random Poisson (λ=1) (sample 22),60,7632,6026.0
Random Poisson (λ=1) (sample 22),61,7892,11294.0
Random Poisson (λ=1) (sample 22),62,8154,7392.0
Random Poisson (λ=1) (sample 22),63,8422,11227.0
Random Poisson (λ=1) (sample 22),64,8696,8713.0
Random Poisson (λ=1) (sample 22),65,8976,12291.0
Random Poisson (λ=1) (sample 22),66,9258,14871.0
Random Poisson (λ=1) (sample 22),67,9542,26914.0
Random Poisson (λ=1) (sample 22),68,9836,33000.0
Random Poisson (λ=1) (sample 22),69,10134,52883.0
Random Poisson (λ=1) (sample 22),70,10438,97418.0
Random Poisson (λ=1) (sample 22),71,10746,168935.0
Random Poisson (λ=1) (sample 22),72,11060,286018.0
Random Poisson (λ=1) (sample 22),73,11378,550388.0
Random Poisson (λ=1) (sample 22),74,11700,857684.0
Random Poisson (λ=1) (sample 22),75,12028,1616086.0
Random Poisson (λ=1) (sample 22),76,12360,2643783.0
Random Poisson (λ=1) (sample 22),77,12694,4094835.0
Random Poisson (λ=1) (sample 22),78,13030,3016480.0
Random Poisson (λ=1) (sample 22),79,13368,5904345.0
Random Poisson (λ=1) (sample 22),80,13710,10353302.0
Random Poisson (λ=1) (sample 22),81,14056,9763448.0
Random Poisson (λ=1) (sample 22),82,14406,1669765.0
Random Poisson (λ=1) (sample 22),83,14758,2964855.0
Random Poisson (λ=1) (sample 22),84,15116,5620659.0
Random Poisson (λ=1) (sample 22),85,15478,10313384.0
Random Poisson (λ=1) (sample 22),86,15844,11811568.0
Random Poisson (λ=1) (sample 22),87,16212,22171778.0
Random Poisson (λ=1) (sample 22),88,16584,42552633.0
Random Poisson (λ=1) (sample 22),89,16958,45470855.0
Random Poisson (λ=1) (sample 22),90,17338,11244191.0
Random Poisson (λ=1) (sample 22),91,17722,8636549.0
Random Poisson (λ=1) (sample 22),92,18110,14809451.0
Random Poisson (λ=1) (sample 22),93,18504,10452940.0
Random Poisson (λ=1) (sample 22),94,18900,16129984.0
Random Poisson (λ=1) (sample 22),95,19302,31730794.0
Random Poisson (λ=1) (sample 22),96,19706,18601346.0
Random Poisson (λ=1) (sample 23),1,8,1.0
Random Poisson (λ=1) (sample 23),2,20,1.0
Random Poisson (λ=1) (sample 23),3,34,1.0
Random Poisson (λ=1) (sample 23),4,52,2.0
Random Poisson (λ=1) (sample 23),5,72,2.0
Random Poisson (λ=1) (sample 23),6,98,2.0
Random Poisson (λ=1) (sample 23),7,128,3.0
Random Poisson (λ=1) (sample 23),8,164,4.0
Random Poisson (λ=1) (sample 23),9,208,2.0
Random Poisson (λ=1) (sample 23),10,256,3.0
Random Poisson (λ=1) (sample 23),11,308,4.0
Random Poisson (λ=1) (sample 23),12,364,4.0
Random Poisson (λ=1) (sample 23),13,426,5.0
Random Poisson (λ=1) (sample 23),14,492,10.0
Random Poisson (λ=1) (sample 23),15,560,11.0
Random Poisson (λ=1) (sample 23),16,630,9.0
Random Poisson (λ=1) (sample 23),17,708,12.0
Random Poisson (λ=1) (sample 23),18,790,13.0
Random Poisson (λ=1) (sample 23),19,874,11.0
Random Poisson (λ=1) (sample 23),20,960,16.0
Random Poisson (λ=1) (sample 23),21,1054,24.0
Random Poisson (λ=1) (sample 23),22,1152,29.0
Random Poisson (λ=1) (sample 23),23,1256,37.0
Random Poisson (λ=1) (sample 23),24,1364,52.0
Random Poisson (λ=1) (sample 23),25,1480,62.0
Random Poisson (λ=1) (sample 23),26,1602,46.0
Random Poisson (λ=1) (sample 23),27,1726,76.0
Random Poisson (λ=1) (sample 23),28,1854,109.0
Random Poisson (λ=1) (sample 23),29,1986,177.0
Random Poisson (λ=1) (sample 23),30,2120,150.0
Random Poisson (λ=1) (sample 23),31,2256,179.0
Random Poisson (λ=1) (sample 23),32,2396,246.0
Random Poisson (λ=1) (sample 23),33,2538,310.0
Random Poisson (λ=1) (sample 23),34,2682,325.0
Random Poisson (λ=1) (sample 23),35,2828,485.0
Random Poisson (λ=1) (sample 23),36,2976,413.0
Random Poisson (λ=1) (sample 23),37,3128,380.0
Random Poisson (λ=1) (sample 23),38,3286,572.0
Random Poisson (λ=1) (sample 23),39,3448,891.0
Random Poisson (λ=1) (sample 23),40,3612,826.0
Random Poisson (λ=1) (sample 23),41,3782,1168.0
Random Poisson (λ=1) (sample 23),42,3956,1933.0
Random Poisson (λ=1) (sample 23),43,4140,2238.0
Random Poisson (λ=1) (sample 23),44,4326,2960.0
Random Poisson (λ=1) (sample 23),45,4514,3472.0
Random Poisson (λ=1) (sample 23),46,4714,4645.0
Random Poisson (λ=1) (sample 23),47,4918,6837.0
Random Poisson (λ=1) (sample 23),48,5128,6674.0
Random Poisson (λ=1) (sample 23),49,5344,9871.0
Random Poisson (λ=1) (sample 23),50,5564,12438.0
Random Poisson (λ=1) (sample 23),51,5786,14442.0
Random Poisson (λ=1) (sample 23),52,6010,17022.0
Random Poisson (λ=1) (sample 23),53,6240,22183.0
Random Poisson (λ=1) (sample 23),54,6474,38115.0
Random Poisson (λ=1) (sample 23),55,6710,17347.0
Random Poisson (λ=1) (sample 23),56,6954,15837.0
Random Poisson (λ=1) (sample 23),57,7200,20960.0
Random Poisson (λ=1) (sample 23),58,7450,32149.0
Random Poisson (λ=1) (sample 23),59,7706,22485.0
Random Poisson (λ=1) (sample 23),60,7966,24806.0
Random Poisson (λ=1) (sample 23),61,8232,30599.0
Random Poisson (λ=1) (sample 23),62,8500,37349.0
Random Poisson (λ=1) (sample 23),63,8772,56328.0
Random Poisson (λ=1) (sample 23),64,9046,55047.0
Random Poisson (λ=1) (sample 23),65,9322,80208.0
Random Poisson (λ=1) (sample 23),66,9600,81655.0
Random Poisson (λ=1) (sample 23),67,9886,93005.0
Random Poisson (λ=1) (sample 23),68,10178,110990.0
Random Poisson (λ=1) (sample 23),69,10472,141651.0
Random Poisson (λ=1) (sample 23),70,10768,178442.0
Random Poisson (λ=1) (sample 23),71,11070,219088.0
Random Poisson (λ=1) (sample 23),72,11378,263162.0
Random Poisson (λ=1) (sample 23),73,11690,322334.0
Random Poisson (λ=1) (sample 23),74,12004,407856.0
Random Poisson (λ=1) (sample 23),75,12322,501592.0
Random Poisson (λ=1) (sample 23),76,12644,645722.0
Random Poisson (λ=1) (sample 23),77,12972,770551.0
Random Poisson (λ=1) (sample 23),78,13302,968627.0
Random Poisson (λ=1) (sample 23),79,13634,1209790.0
Random Poisson (λ=1) (sample 23),80,13968,1595214.0
Random Poisson (λ=1) (sample 23),81,14308,1999664.0
Random Poisson (λ=1) (sample 23),82,14654,2480455.0
Random Poisson (λ=1) (sample 23),83,15006,3062994.0
Random Poisson (λ=1) (sample 23),84,15366,3681669.0
Random Poisson (λ=1) (sample 23),85,15728,4321027.0
Random Poisson (λ=1) (sample 23),86,16094,5228880.0
Random Poisson (λ=1) (sample 23),87,16468,6065330.0
Random Poisson (λ=1) (sample 23),88,16844,7444722.0
Random Poisson (λ=1) (sample 23),89,17230,8511971.0
Random Poisson (λ=1) (sample 23),90,17618,9908917.0
Random Poisson (λ=1) (sample 23),91,18012,11482155.0
Random Poisson (λ=1) (sample 23),92,18412,12931654.0
Random Poisson (λ=1) (sample 23),93,18814,15397749.0
Random Poisson (λ=1) (sample 23),94,19218,18951510.0
Random Poisson (λ=1) (sample 23),95,19628,23149593.0
Random Poisson (λ=1) (sample 24),1,2,1.0
Random Poisson (λ=1) (sample 24),2,8,1.0
Random Poisson (λ=1) (sample 24),3,16,1.0
Random Poisson (λ=1) (sample 24),4,28,2.0
Random Poisson (λ=1) (sample 24),5,42,1.0
Random Poisson (λ=1) (sample 24),6,64,2.0
Random Poisson (λ=1) (sample 24),7,92,3.0
Random Poisson (λ=1) (sample 24),8,124,4.0
Random Poisson (λ=1) (sample 24),9,162,6.0
Random Poisson (λ=1) (sample 24),10,204,10.0
Random Poisson (λ=1) (sample 24),11,248,10.0
Random Poisson (λ=1) (sample 24),12,296,18.0
Random Poisson (λ=1) (sample 24),13,348,25.0
Random Poisson (λ=1) (sample 24),14,402,36.0
Random Poisson (λ=1) (sample 24),15,462,23.0
Random Poisson (λ=1) (sample 24),16,524,25.0
Random Poisson (λ=1) (sample 24),17,592,48.0
Random Poisson (λ=1) (sample 24),18,662,61.0
Random Poisson (λ=1) (sample 24),19,736,102.0
Random Poisson (λ=1) (sample 24),20,818,87.0
Random Poisson (λ=1) (sample 24),21,902,160.0
Random Poisson (λ=1) (sample 24),22,994,154.0
Random Poisson (λ=1) (sample 24),23,1090,46.0
Random Poisson (λ=1) (sample 24),24,1188,73.0
Random Poisson (λ=1) (sample 24),25,1292,141.0
Random Poisson (λ=1) (sample 24),26,1402,201.0
Random Poisson (λ=1) (sample 24),27,1518,194.0
Random Poisson (λ=1) (sample 24),28,1636,243.0
Random Poisson (λ=1) (sample 24),29,1758,86.0
Random Poisson (λ=1) (sample 24),30,1884,100.0
Random Poisson (λ=1) (sample 24),31,2016,111.0
Random Poisson (λ=1) (sample 24),32,2156,122.0
Random Poisson (λ=1) (sample 24),33,2302,173.0
Random Poisson (λ=1) (sample 24),34,2452,288.0
Random Poisson (λ=1) (sample 24),35,2606,362.0
Random Poisson (λ=1) (sample 24),36,2762,436.0
Random Poisson (λ=1) (sample 24),37,2920,322.0
Random Poisson (λ=1) (sample 24),38,3080,502.0
